Country,gold_medals,silver_medals,bronze_medals,total_medals
France,27,38,37,102
United States of America,19,14,15,48
Great Britain,15,8,9,32
Mixed team,8,5,6,19
Belgium,6,7,4,17
Switzerland,6,2,1,9
Germany,4,3,2,9
Italy,3,2,0,5
Australia,2,0,3,5
Denmark,1,3,2,6
Hungary,1,2,2,5
Cuba,1,1,0,2
Canada,1,0,1,2
Spain,1,0,0,1
Luxembourg,1,0,0,1
Austria,0,3,3,6
Norway,0,2,3,5
Netherlands,0,2,3,5
India,0,2,0,2
Bohemia,0,1,1,2
Sweden,0,0,1,1
